Timestamp,CPU_Porcentaje,Memoria_MB,DiscoLectura_MB_s,DiscoEscritura_MB_s,CPU_Total_Sistema,Memoria_Total_MB
2026-06-23 15:12:41,100,00,27,11,0,0000,0,0000,100,00,15720,25
2026-06-23 15:12:46,100,00,13,84,0,0000,0,0000,30,66,15720,25
2026-06-23 15:12:51,100,00,46,78,0,0000,0,0000,31,22,15720,25
